,Nom,variable,value
2285,Yazici Yusuf,Match5,
2286,Renato Sanches,Match5,5.0
2287,Niasse Cheikh,Match5,
2288,Thiago Maia,Match5,
2289,Luiz Araujo,Match5,7.0
2290,Weah Timothy,Match5,
2291,Osimhen Victor,Match5,6.0
2292,Ouattara Abou,Match5,4.5
2293,Remy Loïc,Match5,
2294,Costil Benoit,Match5,6.0
2295,Poussin Gaetan,Match5,
2296,Rouyard Davy,Match5,
2297,Poundjé Maxime,Match5,
2298,Sabaly Youssouf,Match5,
2299,Kwateng Enock,Match5,6.5
2300,Benito Loris,Match5,
2301,Mexer,Match5,
2302,Baysse Paul,Match5,
2303,Pablo,Match5,6.5
2304,Bellanova Raoul,Match5,
2305,Koscielny Laurent,Match5,6.5
2306,Jovanovic Vukasin,Match5,6.0
2307,Otávio,Match5,6.5
2308,Tchouameni Aurelien,Match5,5.5
2309,Basic Toma,Match5,
2310,Adli Yacine,Match5,5.0
2311,Lottin Albert-Nicolas,Match5,
2312,Benrahou Yassine,Match5,
2313,Aït Bennasser Youssef,Match5,
2314,Sankharé Younousse,Match5,
2315,Hwang Ui-jo,Match5,6.5
2316,Kamano Francois,Match5,4.5
2317,de Preville Nicolas,Match5,6.0
2318,Kalu Samuel,Match5,5.0
2319,Jonathan Cafu,Match5,
2320,Maja Josh,Match5,5.0
2321,Briand Jimmy,Match5,6.0
2322,Carvalho Matis,Match5,
2323,Rulli Geronimo,Match5,5.0
2324,Bertaud Dimitry,Match5,
2325,Congré Daniel,Match5,4.5
2326,Hilton,Match5,5.5
2327,Pedro Mendes,Match5,5.0
2328,Souquet Arnaud,Match5,5.0
2329,Cozza Nicolas,Match5,5.0
2330,Le Tallec Damien,Match5,5.5
2331,Suarez Mathias,Match5,
2332,Oyongo Ambroise,Match5,5.0
2333,Ristic Mihailo,Match5,5.0
2334,Dolly Keagan,Match5,5.0
2335,Píriz Facundo,Match5,
2336,Junior Sambia,Match5,
2337,Mollet Florent,Match5,7.0
2338,Savanier Téji,Match5,
2339,Boutobba Bilal,Match5,
2340,Chotard Joris,Match5,
2341,Ferri Jordan,Match5,5.5
2342,Camara Souleymane,Match5,
2343,Laborde Gaetan,Match5,5.0
2344,Skuletic Petar,Match5,
2345,Delort Andy,Match5,7.5
2346,Reynet Baptiste,Match5,4.5
2347,Goicoechea Mauro,Match5,
2348,Amian Kelvin,Match5,4.5
2349,Sylla Issiaga,Match5,5.0
2350,Rogel Agustin,Match5,
2351,Moreira Steven,Match5,5.0
2352,Diakite Bafode,Match5,4.5
2353,Shoji Gen,Match5,
2354,Goncalves Mathieu,Match5,
2355,Isimat-Mirin Nicolas,Match5,
2356,Diarra Moussa,Match5,
2357,Vainqueur William,Match5,5.0
2358,Sangaré Ibrahim,Match5,5.5
2359,Makengo Jean-Victor,Match5,5.0
2360,Dossevi Mathieu,Match5,5.0
2361,Sidibe Kalidou,Match5,5.0
2362,Kone Kouadio,Match5,
2363,Boisgard Quentin,Match5,
2364,N'Goumou Minpol Nathan,Match5,
2365,Jean Corentin,Match5,
2366,Gradel Max,Match5,7.0
2367,Koulouris Efthymis,Match5,4.5
2368,Leya Iseka Aaron,Match5,7.0
2369,Said Wesley,Match5,6.5
2370,Sanogo Yaya,Match5,
2371,Mendy Edouard,Match5,5.5
2372,Salin Romain,Match5,
2373,Morel Jeremy,Match5,5.5
2374,Hamari Traoré,Match5,6.0
2375,Nyamsi Gerzino,Match5,
2376,Da Silva Damien,Match5,5.0
2377,Doumbia Souleyman,Match5,
2378,Boey Sacha,Match5,
2379,Gnagnon Joris,Match5,5.0
2380,Gelin Jeremy,Match5,5.0
2381,Hunou Adrien,Match5,5.0
2382,Tait Flavien,Match5,
2383,Bourigeaud Benjamin,Match5,5.0
2384,Faitout Maouassa,Match5,5.5
2385,Lea Siliki James,Match5,
2386,Grenier Clément,Match5,5.5
2387,Johansson Jakob,Match5,
2388,Camavinga Eduardo,Match5,5.5
2389,Guitane Rafik,Match5,
2390,Martin Jonas,Match5,5.0
2391,Del Castillo Romain,Match5,
2392,Jordan Siebatcheu,Match5,4.0
2393,Niang M'Baye,Match5,
2394,Raphinha,Match5,4.5
2395,Sakho Diafra,Match5,
2396,Petric Denis,Match5,
2397,Lafont Alban,Match5,6.0
2398,Olliero Alexandre,Match5,
2399,Appiah Dennis,Match5,
2400,Wagué Molla,Match5,
2401,Lucas Lima,Match5,
2402,Fabio,Match5,5.0
2403,Charles Traoré,Match5,5.0
2404,Basila Thomas,Match5,
2405,Pallois Nicolas,Match5,6.0
2406,Touré Abdoulaye,Match5,6.0
2407,Rongier Valentin,Match5,
2408,Moutoussamy Samuel,Match5,5.0
2409,Andrei Girotto,Match5,6.0
2410,Krhin Rene,Match5,
2411,Kayembe Joris,Match5,
2412,Coco Marcus,Match5,
2413,Louza Imran,Match5,5.0
2414,Abeid Mehdi,Match5,5.5
2415,Bamba Abdoul Kader,Match5,5.5
2416,Simon Moses,Match5,6.0
2417,Benavente Bristol Cristian,Match5,5.0
2418,Blas Ludovic,Match5,5.5
2419,Youan Thody Elie,Match5,
2420,Kalifa Coulibaly,Match5,6.0
2421,Benaglio Diego,Match5,
2422,Subasic Danijel,Match5,
2423,Lecomte Benjamin,Match5,2.5
2424,Sy Seydou,Match5,
2425,Panzo Jonathan,Match5,
2426,Jemerson,Match5,
2427,Aguilar Ruben,Match5,3.0
2428,Glik Kamil,Match5,3.0
2429,Badiashile Mukinayi Benoit,Match5,
2430,Naldo,Match5,
2431,Ballo-Toure Fode,Match5,3.5
2432,Maripan Guillermo,Match5,3.5
2433,Henrichs Benjamin,Match5,
2434,Adama Traoré II,Match5,
2435,Rony Lopes,Match5,
2436,Diop Sofiane,Match5,
2437,Adrien Silva,Match5,5.5
2438,Golovin Aleksandr,Match5,5.0
2439,Fàbregas Cesc,Match5,4.5
2440,Gil Dias,Match5,
2441,Onyekuru Henry,Match5,
2442,Bakayoko Tiemoué,Match5,5.0
2443,Boschilia Gabriel,Match5,
2444,Jovetic Stevan,Match5,
2445,Pellegri Pietro,Match5,
2446,Augustin Jean-Kévin,Match5,4.5
2447,Geubbels Willem,Match5,
2448,Foster Lyle,Match5,
2449,Slimani Islam,Match5,5.0
2450,Gelson Martins,Match5,4.5
2451,Ben Yedder Wissam,Match5,7.0
2452,Keita,Match5,6.0
2453,Sylla Moussa,Match5,
2454,Petkovic Danijel,Match5,
2455,Mandrea Anthony,Match5,
2456,Butelle Ludovic,Match5,3.0
2457,Thomas Romain,Match5,3.5
2458,Traoré Ismael,Match5,4.5
2459,Manceau Vincent,Match5,4.0
2460,Pavlovic Mateo,Match5,5.0
2461,Bamba Abdoulaye,Match5,
2462,Pellenard Théo,Match5,
2463,Cisse Ibrahim,Match5,
2464,Ait Nouri Rayan,Match5,3.5
2465,Fulgini Angelo,Match5,
2466,Mangani Thomas,Match5,5.5
2467,Capelle Pierrick,Match5,4.0
2468,Pajot Vincent,Match5,5.0
2469,Santamaria Baptiste,Match5,4.0
2470,Reine-Adélaïde Jeff,Match5,
2471,Mancini Anthony,Match5,
2472,Pereira Lage,Match5,3.5
2473,Bobichon Antonin,Match5,
2474,El Melali Farid,Match5,
2475,Kanga Wilfried,Match5,
2476,Bahoken Stephane,Match5,6.0
2477,Alioui Rachid,Match5,5.5
2478,Casimir Ninga,Match5,
2479,Thioub Sada,Match5,4.5
2480,Rúnarsson Rúnar Alex,Match5,
2481,Gomis Alfred,Match5,6.5
2482,Ntumba Levi,Match5,
2483,Lautoa Wesley,Match5,
2484,Ecuele Manga Bruno,Match5,6.0
2485,Chafik Fouad,Match5,5.0
2486,Coulibaly Senou,Match5,
2487,Aguerd Nayef,Match5,5.0
2488,Barbet Théo,Match5,
2489,Muzinga Ngonda,Match5,
2490,Mendyl Hamza,Match5,5.0
2491,Alphonse Mickaël,Match5,5.0
2492,Sammaritano Frederic,Match5,
2493,Marié Jordan,Match5,
2494,Balmont Florent,Match5,4.0
2495,Amalfitano Romain,Match5,5.0
2496,Soumaré Bryan,Match5,6.0
2497,Mama Baldé,Match5,4.0
2498,Matheus Pereira,Match5,4.5
2499,Loiodice Enzo,Match5,
2500,Ndong Didier,Match5,6.0
2501,Tavares Júlio,Match5,
2502,Jules Keita,Match5,
2503,Philippe Ryan,Match5,
2504,Mavididi Stephy,Match5,4.5
2505,Cadiz Jhonder,Match5,
2506,Chouiar Mounir,Match5,4.5
2507,Jeannot Benjamin,Match5,
2508,Kamara Bingourou,Match5,
2509,Kawashima Eiji,Match5,
2510,Sels Matz,Match5,6.0
2511,Lala Kenny,Match5,5.5
2512,Djiku Alexander,Match5,5.5
2513,Ndour Abdallah,Match5,
2514,Lebeau Adrien,Match5,
2515,Koné Lamine,Match5,5.5
2516,Mitrovic Stefan,Match5,5.5
2517,Carole Lionel,Match5,4.5
2518,Simakan Mohamed,Match5,5.5
2519,Martin Jonas,Match5,
2520,Lienard Dimitri,Match5,5.0
2521,Corgnet Benjamin,Match5,
2522,Caci Anthony,Match5,
2523,Bellegarde Jean-Ricner,Match5,5.5
2524,Thomasson Adrien,Match5,3.5
2525,Sissoko Ibrahima,Match5,6.0
2526,Zemzemi Moataz,Match5,
2527,Zohi Kévin,Match5,
2528,Fofana Youssouf,Match5,
2529,Prcic Sanjin,Match5,5.0
2530,Grimm Jeremy,Match5,
2531,Nuno da Costa,Match5,
2532,Mothiba Lebo,Match5,4.5
2533,Botella Ivann,Match5,
2534,Ajorque Ludovic,Match5,4.0
2535,Gurtner Régis,Match5,5.5
2536,Dreyer Matthieu,Match5,
2537,Gendrey Valentin,Match5,
2538,Prince,Match5,
2539,Bodmer Mathieu,Match5,6.0
2540,Aleesami Haitam,Match5,4.0
2541,Dibassy Bakaye,Match5,
2542,Lefort Jordan,Match5,4.5
2543,Sy Sanasi,Match5,
2544,Jallet Christophe,Match5,7.0
2545,Calabresi Arturo,Match5,
2546,Chedjou Aurélien,Match5,5.0
2547,Monconduit Thomas,Match5,4.5
2548,Zungu Bongani,Match5,
2549,Gnahore Eddy,Match5,6.0
2550,Timite Cheick,Match5,
2551,Blin Alexis,Match5,5.0
2552,Kakuta Gaël,Match5,4.5
2553,Talal Madih,Match5,
2554,Mendoza John Stiven,Match5,
2555,Cornette Quentin,Match5,
2556,Konaté Moussa,Match5,4.5
2557,Diabaté Fousseni,Match5,4.5
2558,Ghoddos Saman,Match5,
2559,Akolo Chadrac,Match5,
2560,Guirassy Sehrou,Match5,5.5
2561,Otero Juan Ferney,Match5,5.0
2562,Diouf Yehvann,Match5,
2563,Lemaître Nicolas,Match5,
2564,Rajkovic Predrag,Match5,6.0
2565,Konan Ghislain,Match5,
2566,Abdelhamid Yunis,Match5,5.0
2567,Sissoko Sambou,Match5,
2568,Foket Thomas,Match5,5.0
2569,Disasi Axel,Match5,4.5
2570,Romao Jacques-Alaixys,Match5,4.5
2571,Chavalerin Xavier,Match5,5.0
2572,Cafaro Mathieu,Match5,5.0
2573,Doumbia Moussa,Match5,5.0
2574,Oudin Remi,Match5,5.0
2575,Mbemba Nolan,Match5,
2576,Munetsi Marshall,Match5,5.0
2577,Kamara Hassane,Match5,4.5
2578,Dia Boulaye,Match5,4.0
2579,Berthier Gregory,Match5,
2580,Moreto Cassama,Match5,
2581,Kutesa Dereck,Match5,4.0
2582,Dingome Tristan,Match5,
2583,Pinson Virgile,Match5,
2584,Mbuku Nathanael,Match5,
2585,Nkada Timothee,Match5,
2586,Donis Anastasios,Match5,
2587,Zeneli Arbër,Match5,
2588,Suk Hyun-Jun,Match5,5.0
2589,Bernadoni Paul,Match5,6.0
2590,Lionel Dias Lucas,Match5,
2591,Alakouch Sofiane,Match5,4.5
2592,Briancon Anthony,Match5,5.5
2593,Landre Loïck,Match5,
2594,Paquiez Gaetan,Match5,
2595,Miguel Florian,Match5,5.0
2596,Martinez Pablo,Match5,6.0
2597,Sarr Sidy,Match5,
2598,Philippoteaux Romain,Match5,5.0
2599,Valls Theo,Match5,5.5
2600,Duljevic Haris,Match5,
2601,Ferhat Zinedine,Match5,4.0
2602,Bobichon Antonin,Match5,
2603,Sainte Luce Theo,Match5,
2604,Fomba Lamine,Match5,5.0
2605,Deaux Lucas,Match5,5.5
2606,Valdivia Pierrick,Match5,
2607,Depres Clement,Match5,
2608,Denkey Kéivn,Match5,
2609,Ben Amar Sami,Match5,
2610,Ripart Renaud,Match5,4.0
2611,Stojanovski Vlatko,Match5,
2612,Larsonneur Gautier,Match5,6.0
2613,Léon Donovan,Match5,
2614,Castelletto Jean-Charles,Match5,5.5
2615,Bain Denys,Match5,6.0
2616,Chardonnet Brendan,Match5,
2617,Belaud Gaëtan,Match5,
2618,Perraud Romain,Match5,5.0
2619,Faussurier Julien,Match5,5.5
2620,Baal Ludovic,Match5,
2621,Kiki Enangon David,Match5,
2622,Belkebla Haris,Match5,5.0
2623,Diallo Ibrahima,Match5,6.0
2624,N'Goma Ferris,Match5,
2625,Autret Mathias,Match5,5.0
2626,Court Yoann,Match5,5.0
2627,Battocchio Cristian,Match5,5.0
2628,Lasne Paul,Match5,5.0
2629,,Match5,
2630,,Match5,
2631,Charbonnier Gaëtan ,Match5,5.0
2632,Grandsir Samuel,Match5,5.5
2633,Mayi Kévin,Match5,
2634,Osei Yaw Derick,Match5,
2635,Cardona Irvin,Match5,
2636,Mendy Alexandre,Match5,4.5
2637,Oukidja Alexandre,Match5,5.0
2638,Delecroix Paul,Match5,
2639,N'Doram Kevin,Match5,5.0
2640,Boye John,Match5,4.0
2641,Sunzu Stoppila,Match5,4.0
2642,Centonze Fabien,Match5,5.0
2643,Delaine Thomas,Match5,4.0
2644,Fofana Mamdou,Match5,
2645,,Match5,
2646,,Match5,
2647,,Match5,
2648,,Match5,
2649,Cohade Renaud,Match5,
2650,Maïga Habib,Match5,4.0
2651,Boulaya Farid,Match5,
2652,Nguette Opa,Match5,4.0
2653,Gakpa Marvin,Match5,5.0
2654,Angban Victorien,Match5,4.5
2655,Traoré Adama,Match5,5.0
2656,,Match5,
2657,,Match5,
2658,,Match5,
2659,Diallo Habib,Match5,3.5
2660,Niane Ibrahima,Match5,4.5
2661,Ambrose Thierry,Match5,4.5
2662,,Match5,
2663,,Match5,
2664,,Match5,
2665,Pelé Yohann,Match6,
2666,Mandanda Steve,Match6,4.0
2667,González Álvaro,Match6,5.0
2668,Sakai Hiroki,Match6,
2669,Amavi Jordan,Match6,4.5
2670,Kamara Boubacar,Match6,5.5
2671,Perrin Lucas,Match6,
2672,Caleta-Car Duje,Match6,5.0
2673,Sarr Bouna,Match6,5.0
2674,Strootman Kevin,Match6,5.5
2675,Luiz Gustavo,Match6,
2676,Thauvin Florian,Match6,
2677,Lopez Maxime,Match6,7.0
2678,Sanson Morgan,Match6,6.0
2679,Payet Dimitri,Match6,6.5
2680,Chabrolle Florian,Match6,
2681,Aké Marley,Match6,
2682,Khaoui Saif-Eddine,Match6,
2683,Rongier Valentin,Match6,5.0
2684,Radonjic Nemanja,Match6,4.5
2685,Germain Valère,Match6,7.0
2686,Lihadji Isaac,Match6,
2687,Benedetto Dario,Match6,5.0
2688,Lopes Anthony,Match6,7.0
2689,Tatarusanu Ciprian,Match6,
2690,Kone Youssouf,Match6,4.5
2691,Rafael,Match6,
2692,Yanga-Mbiwa Mapou,Match6,
2693,Marçal,Match6,
2694,Marcelo,Match6,5.0
2695,Dubois Léo,Match6,5.0
2696,Denayer Jason,Match6,4.5
2697,Solet Oumar,Match6,
2698,Andersen Joachim,Match6,5.0
2699,Tete Kenny,Match6,5.0
2700,Tousart Lucas,Match6,5.0
2701,Thiago Mendes,Match6,5.0
2702,Terrier Martin,Match6,
2703,Jean Lucas,Match6,
2704,Reine-Adélaïde Jeff,Match6,4.0
2705,Aouar Houssem,Match6,5.0
2706,Depay Memphis,Match6,3.5
2707,Traoré Bertrand,Match6,5.0
2708,Gouiri Amine,Match6,
2709,Dembele Moussa,Match6,4.0
2710,Cornet Maxwel,Match6,
2711,Areola Alphonse,Match6,
2712,Bulka Marcin,Match6,
2713,Rico Sergio,Match6,
2714,Navas Keylor,Match6,6.0
2715,Thiago Silva,Match6,6.0
2716,Marquinhos,Match6,6.0
2717,Diallo Abdou,Match6,5.5
2718,Kimpembe Presnel,Match6,5.0
2719,Kurzawa Layvin,Match6,4.5
2720,Dagba Colin,Match6,
2721,Kehrer Thilo,Match6,
2722,Bernat Juan,Match6,6.0
2723,Bakker Mitchel,Match6,
2724,Mbe Soh Loïc,Match6,
2725,Meunier Thomas,Match6,6.5
2726,Verratti Marco,Match6,5.5
2727,Sarabia Pablo,Match6,
2728,Di María Ángel,Match6,6.5
2729,Herrera Ander,Match6,5.5
2730,Draxler Julian,Match6,
2731,Choupo-Moting Eric Maxim,Match6,5.0
2732,Paredes Leandro,Match6,
2733,Gueye Idrissa,Match6,6.5
2734,Aouchiche Adil,Match6,
2735,Cavani Edinson,Match6,
2736,Neymar,Match6,7.5
2737,Icardi Mauro,Match6,
2738,Jesé,Match6,
2739,Mbappé Kylian,Match6,
2740,Cardinale Yoan,Match6,
2741,Benítez Walter,Match6,7.0
2742,Clementia Yannis,Match6,
2743,Cisse Ibrahim,Match6,
2744,Sarr Malang,Match6,4.5
2745,Dante,Match6,
2746,Coly Racine,Match6,5.0
2747,Herelle Christophe,Match6,
2748,Atal Youcef,Match6,6.0
2749,Pelmard Andy,Match6,6.0
2750,Lloris Gautier,Match6,
2751,Burner Patrick,Match6,5.5
2752,Lusamba Arnaud,Match6,5.5
2753,Walter Remi,Match6,
2754,Cyprien Wylan,Match6,5.0
2755,Lees-Melou Pierre,Match6,6.0
2756,Tameze Adrien,Match6,
2757,Srarfi Bassem,Match6,
2758,Kephren Thuram,Match6,
2759,Boudaoui Hichem,Match6,
2760,Danilo,Match6,
2761,Sylvestre Eddy,Match6,
2762,N'Soki Stanley,Match6,5.5
2763,Ounas Adam,Match6,6.0
2764,Claude Maurice Alexis,Match6,5.5
2765,Pedro  Brazao,Match6,
2766,Sacko Ihsan,Match6,
2767,Le Bihan Mickael,Match6,
2768,Diaby Mohamed Lamine,Match6,
2769,Maolida Myziane,Match6,
2770,Dolberg Kasper,Match6,6.0
2771,Ganago Ignatius,Match6,4.5
2772,,Match6,5.7727272727272725
2773,Ruffier Stéphane,Match6,3.5
2774,Bajic Stefan,Match6,
2775,Moulin Jessy,Match6,
2776,Perrin Loic,Match6,
2777,Nade Mickael,Match6,
2778,Saliba William,Match6,
2779,Gabriel Silva,Match6,
2780,Moukoudi Harold,Match6,2.5
2781,Trauco Miguel,Match6,2.5
2782,Palencia Sergi,Match6,
2783,Kolodziejczak Timothée,Match6,3.0
2784,Debuchy Mathieu,Match6,4.5
2785,Hamouma Romain,Match6,5.0
2786,Khazri Wahbi,Match6,4.0
2787,Nordin Arnaud,Match6,6.0
2788,Youssouf Zaydou,Match6,4.0
2789,Bouanga Denis,Match6,3.5
2790,Cabaye Yohan,Match6,
2791,Sissoko Nelson,Match6,
2792,Fofana Wesley,Match6,
2793,Boudebouz Ryad,Match6,3.5
2794,Aholou Jean Eudes,Match6,
2795,M'Vila Yann,Match6,4.0
2796,Monnet-Paquet Kévin,Match6,
2797,Diony Lois,Match6,
2798,Beric Robert,Match6,3.0
2799,Abi Charles,Match6,4.5
2800,Honorat Franck,Match6,
2801,Maignan Mike,Match6,5.0
2802,Léo Jardim,Match6,
2803,Soumaoro Adama,Match6,
2804,Zeki Celik Mehmet,Match6,5.0
2805,José Fonte,Match6,5.5
2806,Gabriel,Match6,5.5
2807,Pied Jérémy,Match6,
2808,Agouzoul Saad,Match6,
2809,Tiago Djalo,Match6,
2810,Bradaric Domagoj,Match6,4.5
2811,Reinildo,Match6,5.0
2812,André Benjamin,Match6,5.0
2813,Xeka,Match6,
2814,Soumaré Boubakary,Match6,5.5
2815,Bamba Jonathan,Match6,6.0
2816,Ikoné Jonathan,Match6,6.0
2817,Zekaj Arton,Match6,
2818,Yazici Yusuf,Match6,5.0
2819,Renato Sanches,Match6,5.5
2820,Niasse Cheikh,Match6,
2821,Thiago Maia,Match6,
2822,Luiz Araujo,Match6,5.0
2823,Weah Timothy,Match6,
2824,Osimhen Victor,Match6,6.0
2825,Ouattara Abou,Match6,
2826,Remy Loïc,Match6,
2827,Costil Benoit,Match6,4.0
2828,Poussin Gaetan,Match6,
2829,Rouyard Davy,Match6,
2830,Poundjé Maxime,Match6,
2831,Sabaly Youssouf,Match6,
2832,Kwateng Enock,Match6,4.5
2833,Benito Loris,Match6,
2834,Mexer,Match6,5.5
2835,Baysse Paul,Match6,
2836,Pablo,Match6,5.5
2837,Bellanova Raoul,Match6,
2838,Koscielny Laurent,Match6,5.0
2839,Jovanovic Vukasin,Match6,4.5
2840,Otávio,Match6,5.5
2841,Tchouameni Aurelien,Match6,
2842,Basic Toma,Match6,
2843,Adli Yacine,Match6,5.5
2844,Lottin Albert-Nicolas,Match6,
2845,Benrahou Yassine,Match6,6.0
2846,Aït Bennasser Youssef,Match6,
2847,Sankharé Younousse,Match6,
2848,Hwang Ui-jo,Match6,4.5
2849,Kamano Francois,Match6,5.0
2850,de Preville Nicolas,Match6,
2851,Kalu Samuel,Match6,4.5
2852,Jonathan Cafu,Match6,
2853,Maja Josh,Match6,5.0
2854,Briand Jimmy,Match6,6.0
2855,Carvalho Matis,Match6,
2856,Rulli Geronimo,Match6,6.0
2857,Bertaud Dimitry,Match6,
2858,Congré Daniel,Match6,
2859,Hilton,Match6,6.5
2860,Pedro Mendes,Match6,5.0
2861,Souquet Arnaud,Match6,5.0
2862,Cozza Nicolas,Match6,5.5
2863,Le Tallec Damien,Match6,6.0
2864,Suarez Mathias,Match6,
2865,Oyongo Ambroise,Match6,4.0
2866,Ristic Mihailo,Match6,4.5
2867,Dolly Keagan,Match6,
2868,Píriz Facundo,Match6,
2869,Junior Sambia,Match6,5.0
2870,Mollet Florent,Match6,5.5
2871,Savanier Téji,Match6,
2872,Boutobba Bilal,Match6,
2873,Chotard Joris,Match6,
2874,Ferri Jordan,Match6,4.0
2875,Camara Souleymane,Match6,
2876,Laborde Gaetan,Match6,4.0
2877,Skuletic Petar,Match6,4.5
2878,Delort Andy,Match6,4.5
2879,Reynet Baptiste,Match6,5.5
2880,Goicoechea Mauro,Match6,
2881,Amian Kelvin,Match6,4.0
2882,Sylla Issiaga,Match6,5.0
2883,Rogel Agustin,Match6,
2884,Moreira Steven,Match6,
2885,Diakite Bafode,Match6,5.0
2886,Shoji Gen,Match6,
2887,Goncalves Mathieu,Match6,
2888,Isimat-Mirin Nicolas,Match6,5.0
2889,Diarra Moussa,Match6,
2890,Vainqueur William,Match6,6.0
2891,Sangaré Ibrahim,Match6,3.5
2892,Makengo Jean-Victor,Match6,4.0
2893,Dossevi Mathieu,Match6,5.5
2894,Sidibe Kalidou,Match6,
2895,Kone Kouadio,Match6,
2896,Boisgard Quentin,Match6,5.0
2897,N'Goumou Minpol Nathan,Match6,
2898,Jean Corentin,Match6,
2899,Gradel Max,Match6,4.5
2900,Koulouris Efthymis,Match6,3.5
2901,Leya Iseka Aaron,Match6,4.5
2902,Said Wesley,Match6,6.0
2903,Sanogo Yaya,Match6,
2904,Mendy Edouard,Match6,6.0
2905,Salin Romain,Match6,
2906,Morel Jeremy,Match6,5.0
2907,Hamari Traoré,Match6,6.5
2908,Nyamsi Gerzino,Match6,
2909,Da Silva Damien,Match6,
2910,Doumbia Souleyman,Match6,
2911,Boey Sacha,Match6,
2912,Gnagnon Joris,Match6,5.0
2913,Gelin Jeremy,Match6,4.0
2914,Hunou Adrien,Match6,7.0
2915,Tait Flavien,Match6,5.0
2916,Bourigeaud Benjamin,Match6,6.0
2917,Faitout Maouassa,Match6,
2918,Lea Siliki James,Match6,5.0
2919,Grenier Clément,Match6,
2920,Johansson Jakob,Match6,
2921,Camavinga Eduardo,Match6,4.5
2922,Guitane Rafik,Match6,
2923,Martin Jonas,Match6,5.0
2924,Del Castillo Romain,Match6,4.0
2925,Jordan Siebatcheu,Match6,
2926,Niang M'Baye,Match6,5.0
2927,Raphinha,Match6,5.5
2928,Sakho Diafra,Match6,
2929,Petric Denis,Match6,
2930,Lafont Alban,Match6,5.5
2931,Olliero Alexandre,Match6,
2932,Appiah Dennis,Match6,5.0
2933,Wagué Molla,Match6,
2934,Lucas Lima,Match6,
2935,Fabio,Match6,5.0
2936,Charles Traoré,Match6,5.0
2937,Basila Thomas,Match6,
2938,Pallois Nicolas,Match6,5.0
2939,Touré Abdoulaye,Match6,4.5
2940,Rongier Valentin,Match6,
2941,Moutoussamy Samuel,Match6,
2942,Andrei Girotto,Match6,4.5
2943,Krhin Rene,Match6,
2944,Kayembe Joris,Match6,
2945,Coco Marcus,Match6,
2946,Louza Imran,Match6,3.5
2947,Abeid Mehdi,Match6,4.0
2948,Bamba Abdoul Kader,Match6,5.0
2949,Simon Moses,Match6,5.0
2950,Benavente Bristol Cristian,Match6,
2951,Blas Ludovic,Match6,5.0
2952,Youan Thody Elie,Match6,
2953,Kalifa Coulibaly,Match6,6.0
2954,Benaglio Diego,Match6,
2955,Subasic Danijel,Match6,
2956,Lecomte Benjamin,Match6,7.0
2957,Sy Seydou,Match6,
2958,Panzo Jonathan,Match6,
2959,Jemerson,Match6,
2960,Aguilar Ruben,Match6,6.0
2961,Glik Kamil,Match6,6.0
2962,Badiashile Mukinayi Benoit,Match6,5.5
2963,Naldo,Match6,
2964,Ballo-Toure Fode,Match6,
2965,Maripan Guillermo,Match6,5.5
2966,Henrichs Benjamin,Match6,
2967,Adama Traoré II,Match6,
2968,Rony Lopes,Match6,
2969,Diop Sofiane,Match6,
2970,Adrien Silva,Match6,5.5
2971,Golovin Aleksandr,Match6,4.5
2972,Fàbregas Cesc,Match6,4.5
2973,Gil Dias,Match6,5.0
2974,Onyekuru Henry,Match6,4.0
2975,Bakayoko Tiemoué,Match6,6.5
2976,Boschilia Gabriel,Match6,
2977,Jovetic Stevan,Match6,
2978,Pellegri Pietro,Match6,
2979,Augustin Jean-Kévin,Match6,4.5
2980,Geubbels Willem,Match6,
2981,Foster Lyle,Match6,
2982,Slimani Islam,Match6,
2983,Gelson Martins,Match6,3.5
2984,Ben Yedder Wissam,Match6,
2985,Keita,Match6,5.0
2986,Sylla Moussa,Match6,
2987,Petkovic Danijel,Match6,
2988,Mandrea Anthony,Match6,
2989,Butelle Ludovic,Match6,5.0
2990,Thomas Romain,Match6,6.0
2991,Traoré Ismael,Match6,5.0
2992,Manceau Vincent,Match6,5.0
2993,Pavlovic Mateo,Match6,
2994,Bamba Abdoulaye,Match6,
2995,Pellenard Théo,Match6,
2996,Cisse Ibrahim,Match6,
2997,Ait Nouri Rayan,Match6,5.0
2998,Fulgini Angelo,Match6,4.0
2999,Mangani Thomas,Match6,7.0
3000,Capelle Pierrick,Match6,6.5
3001,Pajot Vincent,Match6,
3002,Santamaria Baptiste,Match6,6.0
3003,Reine-Adélaïde Jeff,Match6,
3004,Mancini Anthony,Match6,
3005,Pereira Lage,Match6,7.0
3006,Bobichon Antonin,Match6,
3007,El Melali Farid,Match6,
3008,Kanga Wilfried,Match6,
3009,Bahoken Stephane,Match6,5.0
3010,Alioui Rachid,Match6,5.5
3011,Casimir Ninga,Match6,8.5
3012,Thioub Sada,Match6,6.5
3013,Rúnarsson Rúnar Alex,Match6,
3014,Gomis Alfred,Match6,5.0
3015,Ntumba Levi,Match6,
3016,Lautoa Wesley,Match6,6.0
3017,Ecuele Manga Bruno,Match6,3.5
3018,Chafik Fouad,Match6,5.0
3019,Coulibaly Senou,Match6,
3020,Aguerd Nayef,Match6,3.5
3021,Barbet Théo,Match6,
3022,Muzinga Ngonda,Match6,
3023,Mendyl Hamza,Match6,3.5
3024,Alphonse Mickaël,Match6,4.5
3025,Sammaritano Frederic,Match6,
